Date,Time,DayOfWeek,AreaID,AreaType,OccupancyCount,Event,FootTraffic,EmployeePreferences,Temperature,LightingLevel,NoiseLevel,SpaceCondition,SpecialEquipment,AreaSize_sqft,RoomCapacity,UtilizationLabel
2023-02-09,16:00,Thursday,A099,Meeting Room,46,Client Visit,0,Collaborative,26,Bright,Quiet,Occupied,Whiteboard,778,54,High
2023-02-09,17:00,Thursday,A095,Meeting Room,24,Team Meeting,54,Collaborative,20.5,Bright,Loud,Occupied,None,648,47,Medium
2023-02-09,18:00,Thursday,A021,Meeting Room,36,None,2,Collaborative,23.4,Dim,Quiet,Available,Whiteboard,218,60,Medium
2023-02-09,19:00,Thursday,A089,Open Space,46,None,77,Collaborative,24.8,Bright,Moderate,Under Maintenance,None,697,57,High
2023-02-09,20:00,Thursday,A061,Private Office,7,None,37,Collaborative,25.3,Medium,Loud,Occupied,Whiteboard,481,59,Low
2023-02-09,21:00,Thursday,A088,Private Office,41,Client Visit,0,Flexible,23.7,Bright,Quiet,Occupied,None,491,62,High
2023-02-09,22:00,Thursday,A094,Meeting Room,15,None,37,Flexible,20.3,Bright,Moderate,Occupied,None,151,49,Low
2023-02-09,23:00,Thursday,A033,Meeting Room,7,Client Visit,84,Quiet,20.6,Dim,Moderate,Available,Projector,702,58,Low
2023-02-10,00:00,Friday,A050,Private Office,0,Workshop,28,Collaborative,18.2,Bright,Loud,Occupied,None,388,61,Low
2023-02-10,01:00,Friday,A057,Meeting Room,43,Team Meeting,4,Collaborative,24.1,Dim,Moderate,Occupied,Computer,436,66,Medium
2023-02-10,02:00,Friday,A094,Open Space,4,Workshop,73,Flexible,18.3,Dim,Loud,Occupied,Whiteboard,909,49,Low
2023-02-10,03:00,Friday,A047,Meeting Room,2,None,91,Collaborative,24.9,Dim,Quiet,Under Maintenance,Whiteboard,303,53,Low
2023-02-10,04:00,Friday,A030,Open Space,0,Team Meeting,20,Collaborative,18.9,Medium,Quiet,Under Maintenance,Whiteboard,979,50,Low
2023-02-10,05:00,Friday,A028,Meeting Room,3,None,70,Flexible,19.4,Medium,Moderate,Available,Whiteboard,337,56,Low
2023-02-10,06:00,Friday,A062,Meeting Room,39,Team Meeting,66,Quiet,21.8,Bright,Moderate,Occupied,Projector,481,55,High
2023-02-10,07:00,Friday,A013,Open Space,34,Client Visit,46,Collaborative,23.9,Medium,Loud,Occupied,Whiteboard,766,47,High
2023-02-10,08:00,Friday,A004,Private Office,31,Workshop,83,Flexible,19.1,Medium,Loud,Under Maintenance,Computer,851,39,High
2023-02-10,09:00,Friday,A018,Private Office,41,None,82,Quiet,21.5,Bright,Quiet,Available,Projector,235,56,High
2023-02-10,10:00,Friday,A045,Open Space,33,Client Visit,34,Collaborative,21.9,Medium,Quiet,Under Maintenance,Computer,506,56,Medium
2023-02-10,11:00,Friday,A022,Meeting Room,42,Client Visit,67,Collaborative,19.7,Bright,Loud,Available,Whiteboard,607,65,Medium
2023-02-10,12:00,Friday,A026,Meeting Room,24,Client Visit,68,Collaborative,18.9,Bright,Loud,Available,Projector,461,58,Medium
2023-02-10,13:00,Friday,A003,Private Office,9,Client Visit,0,Quiet,24.7,Dim,Quiet,Under Maintenance,Computer,480,53,Low
2023-02-10,14:00,Friday,A056,Open Space,20,Client Visit,67,Collaborative,22,Medium,Quiet,Under Maintenance,Whiteboard,980,61,Low
2023-02-10,15:00,Friday,A099,Meeting Room,45,Workshop,11,Quiet,18.1,Medium,Loud,Under Maintenance,Projector,675,54,High
2023-02-10,16:00,Friday,A062,Meeting Room,38,Team Meeting,59,Quiet,24.4,Bright,Loud,Available,Whiteboard,734,55,High
2023-02-10,17:00,Friday,A002,Open Space,26,Team Meeting,26,Collaborative,25.8,Bright,Moderate,Under Maintenance,None,353,50,Medium
2023-02-10,18:00,Friday,A012,Open Space,26,None,55,Quiet,22.8,Bright,Loud,Occupied,None,576,48,Medium
2023-02-10,19:00,Friday,A097,Meeting Room,1,Client Visit,22,Flexible,22,Bright,Quiet,Under Maintenance,Computer,213,50,Low
2023-02-10,20:00,Friday,A064,Meeting Room,40,Client Visit,24,Quiet,25,Dim,Moderate,Occupied,Computer,119,52,High
2023-02-10,21:00,Friday,A057,Private Office,47,Team Meeting,20,Collaborative,25.6,Bright,Moderate,Available,None,627,66,High
2023-02-10,22:00,Friday,A008,Meeting Room,12,None,60,Collaborative,24,Medium,Loud,Under Maintenance,Computer,244,58,Low
2023-02-10,23:00,Friday,A082,Meeting Room,8,Team Meeting,62,Flexible,21.6,Medium,Loud,Occupied,None,307,56,Low
2023-02-11,00:00,Saturday,A038,Private Office,35,Workshop,51,Flexible,22.7,Bright,Quiet,Available,Whiteboard,630,49,High
2023-02-11,01:00,Saturday,A003,Open Space,21,Client Visit,87,Collaborative,23.6,Bright,Loud,Under Maintenance,Computer,475,53,Medium
2023-02-11,02:00,Saturday,A092,Open Space,41,Team Meeting,24,Flexible,19.6,Dim,Moderate,Available,Projector,603,55,High
2023-02-11,03:00,Saturday,A009,Open Space,25,Workshop,54,Collaborative,21.6,Medium,Loud,Occupied,Computer,265,47,Medium
2023-02-11,04:00,Saturday,A034,Meeting Room,11,Team Meeting,45,Quiet,24.6,Medium,Quiet,Available,Projector,649,57,Low
2023-02-11,05:00,Saturday,A075,Private Office,16,Team Meeting,31,Quiet,23.2,Medium,Quiet,Under Maintenance,Computer,280,50,Low
2023-02-11,06:00,Saturday,A050,Private Office,13,Client Visit,54,Collaborative,21.3,Bright,Quiet,Available,None,960,61,Low
2023-02-11,07:00,Saturday,A048,Open Space,13,Client Visit,95,Quiet,23.3,Medium,Moderate,Under Maintenance,Projector,716,53,Low
2023-02-11,08:00,Saturday,A057,Private Office,33,Workshop,4,Collaborative,18.9,Medium,Moderate,Under Maintenance,Projector,711,66,Medium
2023-02-11,09:00,Saturday,A089,Private Office,19,Team Meeting,35,Quiet,21.2,Bright,Loud,Occupied,Projector,701,57,Medium
2023-02-11,10:00,Saturday,A007,Meeting Room,10,None,48,Flexible,24.3,Bright,Quiet,Occupied,Computer,911,52,Low
2023-02-11,11:00,Saturday,A069,Meeting Room,15,None,57,Quiet,19.8,Medium,Loud,Under Maintenance,None,543,61,Low
2023-02-11,12:00,Saturday,A018,Open Space,30,Workshop,38,Quiet,19.5,Medium,Moderate,Under Maintenance,Projector,431,56,Medium
2023-02-11,13:00,Saturday,A058,Private Office,5,Workshop,79,Collaborative,25.6,Dim,Quiet,Under Maintenance,Computer,602,65,Low
2023-02-11,14:00,Saturday,A047,Open Space,18,Team Meeting,96,Flexible,19.7,Bright,Moderate,Under Maintenance,Computer,178,53,Medium
2023-02-11,15:00,Saturday,A008,Meeting Room,36,Client Visit,84,Quiet,20.1,Medium,Quiet,Available,Computer,684,58,Medium
2023-02-11,16:00,Saturday,A063,Meeting Room,3,Client Visit,60,Collaborative,25.8,Bright,Loud,Occupied,Computer,787,60,Low
2023-02-11,17:00,Saturday,A070,Meeting Room,46,Workshop,8,Collaborative,23.9,Bright,Loud,Occupied,Whiteboard,495,50,High
2023-02-11,18:00,Saturday,A070,Open Space,3,Team Meeting,5,Flexible,23.6,Bright,Moderate,Available,Computer,707,50,Low
2023-02-11,19:00,Saturday,A016,Private Office,19,Client Visit,34,Flexible,24.8,Medium,Quiet,Available,Computer,956,58,Low
2023-02-11,20:00,Saturday,A040,Open Space,9,None,38,Quiet,18.9,Dim,Loud,Under Maintenance,Whiteboard,202,59,Low
2023-02-11,21:00,Saturday,A077,Meeting Room,23,Client Visit,21,Flexible,23.6,Medium,Loud,Available,Computer,501,61,Medium
2023-02-11,22:00,Saturday,A093,Meeting Room,34,Team Meeting,40,Quiet,22,Bright,Loud,Occupied,Whiteboard,323,47,High
2023-02-11,23:00,Saturday,A023,Open Space,25,Team Meeting,4,Flexible,24.6,Dim,Moderate,Occupied,Whiteboard,617,45,Medium
2023-02-12,00:00,Sunday,A002,Meeting Room,36,Workshop,41,Flexible,22.1,Bright,Quiet,Occupied,Computer,733,50,High
2023-02-12,01:00,Sunday,A059,Meeting Room,37,Workshop,86,Quiet,23,Bright,Quiet,Occupied,Computer,335,52,High
2023-02-12,02:00,Sunday,A054,Meeting Room,20,Workshop,80,Quiet,21.8,Dim,Loud,Available,Computer,526,59,Medium
2023-02-12,03:00,Sunday,A021,Meeting Room,39,Client Visit,75,Flexible,21.8,Bright,Quiet,Available,Projector,215,60,Medium
2023-02-12,04:00,Sunday,A078,Meeting Room,38,Client Visit,86,Quiet,24.1,Dim,Quiet,Occupied,Whiteboard,262,59,Medium
2023-02-12,05:00,Sunday,A075,Open Space,20,Client Visit,79,Collaborative,23,Bright,Quiet,Under Maintenance,Whiteboard,325,50,Medium
2023-02-12,06:00,Sunday,A084,Private Office,9,None,66,Flexible,23.1,Bright,Loud,Occupied,Projector,329,55,Low
2023-02-12,07:00,Sunday,A049,Meeting Room,37,Workshop,29,Flexible,21.6,Dim,Moderate,Available,Computer,281,55,High
2023-02-12,08:00,Sunday,A033,Meeting Room,45,Workshop,56,Collaborative,22.2,Bright,Quiet,Under Maintenance,None,348,58,High
2023-02-12,09:00,Sunday,A042,Open Space,3,Workshop,85,Flexible,24,Medium,Quiet,Under Maintenance,Computer,417,65,Low
2023-02-12,10:00,Sunday,A088,Open Space,44,Client Visit,72,Quiet,24.6,Bright,Quiet,Occupied,Projector,309,62,High
2023-02-12,11:00,Sunday,A017,Meeting Room,19,Team Meeting,28,Flexible,23.6,Dim,Moderate,Available,Projector,755,61,Low
2023-02-12,12:00,Sunday,A088,Meeting Room,16,Team Meeting,36,Collaborative,25.4,Dim,Quiet,Occupied,Computer,491,62,Low
2023-02-12,13:00,Sunday,A016,Private Office,6,Team Meeting,86,Collaborative,24.6,Dim,Quiet,Occupied,Whiteboard,956,58,Low
2023-02-12,14:00,Sunday,A021,Meeting Room,3,Team Meeting,12,Flexible,22.5,Dim,Loud,Occupied,Projector,195,60,Low
2023-02-12,15:00,Sunday,A008,Open Space,28,Workshop,31,Flexible,23.4,Dim,Loud,Available,Computer,993,58,Medium
2023-02-12,16:00,Sunday,A001,Meeting Room,13,Client Visit,45,Flexible,25.4,Bright,Loud,Available,Whiteboard,957,57,Low
2023-02-12,17:00,Sunday,A045,Meeting Room,2,None,22,Collaborative,23,Dim,Quiet,Occupied,Computer,855,56,Low
2023-02-12,18:00,Sunday,A033,Meeting Room,23,Client Visit,44,Flexible,24.6,Dim,Quiet,Available,Computer,185,58,Medium
2023-02-12,19:00,Sunday,A006,Open Space,36,None,16,Quiet,23.5,Dim,Loud,Occupied,Projector,514,46,High
2023-02-12,20:00,Sunday,A006,Private Office,15,None,84,Collaborative,22.4,Dim,Loud,Occupied,None,493,46,Low
2023-02-12,21:00,Sunday,A082,Private Office,3,None,65,Flexible,19.9,Bright,Quiet,Occupied,Computer,795,56,Low
2023-02-12,22:00,Sunday,A041,Meeting Room,23,None,5,Flexible,21.4,Bright,Loud,Under Maintenance,Computer,732,55,Medium
2023-02-12,23:00,Sunday,A006,Meeting Room,33,Client Visit,17,Flexible,25.7,Medium,Quiet,Available,None,943,46,High
2023-02-13,00:00,Monday,A062,Open Space,29,Workshop,93,Quiet,23.3,Bright,Moderate,Available,Whiteboard,600,55,Medium
2023-02-13,01:00,Monday,A058,Private Office,17,Team Meeting,21,Collaborative,22.5,Medium,Moderate,Under Maintenance,None,703,65,Low
2023-02-13,02:00,Monday,A037,Open Space,18,Workshop,32,Quiet,25.5,Medium,Moderate,Occupied,Projector,681,52,Medium
2023-02-13,03:00,Monday,A013,Open Space,30,Client Visit,29,Quiet,22.7,Dim,Quiet,Under Maintenance,Projector,232,47,Medium
2023-02-13,04:00,Monday,A021,Private Office,18,Workshop,80,Flexible,22.2,Bright,Quiet,Under Maintenance,None,890,60,Low
2023-02-13,05:00,Monday,A012,Private Office,48,Client Visit,31,Collaborative,24.1,Bright,Moderate,Occupied,Whiteboard,748,48,High
2023-02-13,06:00,Monday,A027,Private Office,45,Workshop,41,Collaborative,23.7,Medium,Quiet,Available,Projector,413,54,High
2023-02-13,07:00,Monday,A012,Private Office,18,Workshop,77,Flexible,19.5,Bright,Quiet,Available,None,798,48,Medium
2023-02-13,08:00,Monday,A057,Private Office,21,Team Meeting,9,Quiet,21.8,Bright,Moderate,Available,None,320,66,Low
2023-02-13,09:00,Monday,A088,Open Space,23,None,35,Collaborative,21.8,Medium,Loud,Available,Whiteboard,537,62,Medium
2023-02-13,10:00,Monday,A027,Open Space,44,Client Visit,33,Quiet,21,Medium,Loud,Under Maintenance,Projector,145,54,High
2023-02-13,11:00,Monday,A055,Meeting Room,11,None,72,Flexible,22.1,Dim,Loud,Under Maintenance,Projector,889,54,Low
2023-02-13,12:00,Monday,A040,Meeting Room,29,Team Meeting,27,Collaborative,21.3,Medium,Quiet,Occupied,Whiteboard,291,59,Medium
2023-02-13,13:00,Monday,A092,Private Office,37,Client Visit,10,Collaborative,19.6,Bright,Quiet,Occupied,Whiteboard,619,55,High
2023-02-13,14:00,Monday,A024,Private Office,30,Team Meeting,77,Collaborative,21.3,Dim,Quiet,Under Maintenance,Computer,478,46,Medium
2023-02-13,15:00,Monday,A074,Meeting Room,35,Team Meeting,38,Quiet,18.6,Dim,Moderate,Under Maintenance,Projector,887,57,Medium
2023-02-13,16:00,Monday,A093,Open Space,18,Team Meeting,46,Quiet,22.6,Medium,Quiet,Occupied,Whiteboard,790,47,Medium
2023-02-13,17:00,Monday,A039,Open Space,47,Workshop,18,Collaborative,24.8,Medium,Quiet,Occupied,None,433,48,High
2023-02-13,18:00,Monday,A075,Private Office,44,Team Meeting,14,Collaborative,23.8,Medium,Loud,Occupied,None,138,50,High
2023-02-13,19:00,Monday,A082,Open Space,35,Client Visit,27,Quiet,20.9,Bright,Moderate,Available,None,392,56,Medium
2023-02-13,20:00,Monday,A095,Open Space,29,None,23,Quiet,18.7,Dim,Moderate,Available,None,789,47,Medium
2023-02-13,21:00,Monday,A016,Meeting Room,48,Client Visit,71,Quiet,19.6,Bright,Loud,Occupied,Whiteboard,261,58,High
2023-02-13,22:00,Monday,A092,Meeting Room,32,Workshop,8,Quiet,22.4,Dim,Loud,Under Maintenance,Projector,430,55,Medium
2023-02-13,23:00,Monday,A087,Private Office,17,None,46,Collaborative,19.7,Dim,Loud,Available,None,985,65,Low
2023-02-14,00:00,Tuesday,A002,Open Space,48,Workshop,32,Quiet,22.4,Medium,Quiet,Under Maintenance,None,203,50,High
2023-02-14,01:00,Tuesday,A064,Meeting Room,27,Workshop,61,Quiet,19.9,Bright,Quiet,Under Maintenance,None,260,52,Medium
2023-02-14,02:00,Tuesday,A090,Open Space,46,Client Visit,96,Quiet,24.8,Medium,Quiet,Under Maintenance,Projector,898,54,High
2023-02-14,03:00,Tuesday,A052,Private Office,10,Team Meeting,18,Collaborative,21.2,Bright,Loud,Available,None,734,58,Low
2023-02-14,04:00,Tuesday,A084,Meeting Room,44,Workshop,66,Collaborative,20,Dim,Quiet,Under Maintenance,Whiteboard,153,55,High
2023-02-14,05:00,Tuesday,A004,Meeting Room,32,None,73,Collaborative,24.5,Bright,Moderate,Under Maintenance,None,133,39,High
2023-02-14,06:00,Tuesday,A066,Private Office,16,Client Visit,39,Quiet,20.7,Medium,Loud,Occupied,Computer,341,48,Medium
2023-02-14,07:00,Tuesday,A002,Private Office,5,Client Visit,46,Flexible,18.9,Dim,Loud,Available,Computer,989,50,Low
2023-02-14,08:00,Tuesday,A097,Private Office,3,Workshop,64,Flexible,22.6,Dim,Loud,Under Maintenance,Projector,212,50,Low
2023-02-14,09:00,Tuesday,A047,Open Space,19,Team Meeting,28,Quiet,22.7,Dim,Loud,Available,None,417,53,Medium
2023-02-14,10:00,Tuesday,A028,Meeting Room,47,None,49,Quiet,23.7,Medium,Loud,Available,Projector,122,56,High
2023-02-14,11:00,Tuesday,A008,Open Space,46,None,97,Collaborative,19.9,Medium,Quiet,Available,Whiteboard,657,58,High
2023-02-14,12:00,Tuesday,A002,Private Office,26,Team Meeting,12,Flexible,21.6,Bright,Loud,Under Maintenance,Projector,923,50,Medium
2023-02-14,13:00,Tuesday,A086,Open Space,14,Client Visit,0,Quiet,20.3,Dim,Loud,Occupied,Whiteboard,746,57,Low
2023-02-14,14:00,Tuesday,A046,Private Office,5,Workshop,33,Quiet,18.6,Bright,Moderate,Under Maintenance,Whiteboard,217,62,Low
2023-02-14,15:00,Tuesday,A067,Private Office,46,Workshop,92,Collaborative,25,Dim,Quiet,Occupied,Whiteboard,800,50,High
2023-02-14,16:00,Tuesday,A039,Private Office,13,None,47,Quiet,23.8,Medium,Moderate,Occupied,Projector,742,48,Low
2023-02-14,17:00,Tuesday,A003,Meeting Room,10,Workshop,76,Quiet,20.4,Bright,Quiet,Under Maintenance,Projector,311,53,Low
2023-02-14,18:00,Tuesday,A068,Open Space,38,None,47,Quiet,22.8,Dim,Moderate,Under Maintenance,Projector,517,56,High
2023-02-14,19:00,Tuesday,A006,Open Space,8,Workshop,48,Collaborative,19.6,Medium,Loud,Under Maintenance,Projector,212,46,Low
2023-02-14,20:00,Tuesday,A093,Private Office,25,Client Visit,63,Collaborative,25.1,Dim,Moderate,Occupied,Projector,143,47,Medium
2023-02-14,21:00,Tuesday,A028,Private Office,15,Team Meeting,60,Flexible,18.9,Bright,Quiet,Occupied,Projector,227,56,Low
2023-02-14,22:00,Tuesday,A064,Meeting Room,4,Workshop,28,Collaborative,18,Bright,Quiet,Occupied,Whiteboard,975,52,Low
2023-02-14,23:00,Tuesday,A001,Open Space,9,Client Visit,38,Collaborative,22,Medium,Quiet,Occupied,Computer,257,57,Low
2023-02-15,00:00,Wednesday,A059,Private Office,49,None,87,Quiet,22.7,Medium,Moderate,Under Maintenance,Computer,884,52,High
2023-02-15,01:00,Wednesday,A052,Meeting Room,2,None,25,Flexible,22.6,Dim,Quiet,Under Maintenance,Whiteboard,926,58,Low
2023-02-15,02:00,Wednesday,A054,Open Space,12,Client Visit,16,Collaborative,18.4,Dim,Quiet,Under Maintenance,Computer,493,59,Low
2023-02-15,03:00,Wednesday,A052,Meeting Room,42,None,70,Collaborative,20.5,Dim,Moderate,Available,Projector,966,58,High
2023-02-15,04:00,Wednesday,A004,Private Office,48,Team Meeting,12,Flexible,22,Dim,Moderate,Occupied,Projector,951,39,High
2023-02-15,05:00,Wednesday,A013,Private Office,29,None,68,Flexible,19.7,Bright,Quiet,Occupied,Computer,611,47,Medium
2023-02-15,06:00,Wednesday,A051,Open Space,44,Team Meeting,25,Flexible,25,Medium,Loud,Under Maintenance,Computer,144,54,High
2023-02-15,07:00,Wednesday,A023,Open Space,5,None,48,Quiet,18.7,Bright,Quiet,Under Maintenance,None,207,45,Low
2023-02-15,08:00,Wednesday,A069,Open Space,16,Team Meeting,66,Flexible,21.9,Dim,Moderate,Available,Whiteboard,318,61,Low
2023-02-15,09:00,Wednesday,A064,Open Space,44,Client Visit,6,Collaborative,23.5,Medium,Quiet,Under Maintenance,None,542,52,High
2023-02-15,10:00,Wednesday,A048,Meeting Room,18,Client Visit,57,Quiet,20.1,Bright,Quiet,Occupied,Projector,929,53,Medium
2023-02-15,11:00,Wednesday,A006,Private Office,41,Workshop,48,Collaborative,23,Dim,Moderate,Under Maintenance,Projector,414,46,High
2023-02-15,12:00,Wednesday,A051,Private Office,34,Team Meeting,52,Collaborative,24.6,Medium,Moderate,Available,Whiteboard,276,54,Medium
2023-02-15,13:00,Wednesday,A039,Open Space,45,Client Visit,64,Flexible,19.5,Dim,Quiet,Available,Whiteboard,327,48,High
2023-02-15,14:00,Wednesday,A036,Meeting Room,25,Team Meeting,61,Quiet,25.3,Medium,Loud,Available,Computer,802,50,Medium
2023-02-15,15:00,Wednesday,A056,Open Space,4,Client Visit,16,Flexible,22.4,Bright,Loud,Available,Computer,771,61,Low
2023-02-15,16:00,Wednesday,A012,Meeting Room,28,Workshop,42,Quiet,20.4,Medium,Loud,Occupied,Projector,366,48,Medium
2023-02-15,17:00,Wednesday,A055,Open Space,36,Team Meeting,24,Flexible,21.4,Bright,Loud,Available,Computer,969,54,High
2023-02-15,18:00,Wednesday,A062,Private Office,19,Team Meeting,2,Flexible,20.5,Dim,Loud,Occupied,None,937,55,Medium
2023-02-15,19:00,Wednesday,A016,Meeting Room,48,Team Meeting,78,Quiet,23.8,Dim,Quiet,Under Maintenance,Projector,478,58,High
2023-02-15,20:00,Wednesday,A098,Meeting Room,20,None,28,Collaborative,24.4,Dim,Loud,Under Maintenance,None,588,51,Medium
2023-02-15,21:00,Wednesday,A051,Open Space,9,Team Meeting,31,Flexible,24.7,Bright,Quiet,Available,None,801,54,Low
2023-02-15,22:00,Wednesday,A052,Private Office,4,Team Meeting,25,Flexible,25.9,Dim,Moderate,Under Maintenance,None,786,58,Low
2023-02-15,23:00,Wednesday,A069,Open Space,35,None,15,Quiet,24.3,Medium,Moderate,Available,Computer,389,61,Medium
2023-02-16,00:00,Thursday,A069,Meeting Room,5,None,24,Quiet,22.8,Dim,Moderate,Occupied,Projector,456,61,Low
2023-02-16,01:00,Thursday,A011,Open Space,25,None,53,Quiet,20.7,Bright,Quiet,Available,Whiteboard,756,57,Medium
2023-02-16,02:00,Thursday,A005,Open Space,3,Team Meeting,27,Flexible,22.4,Medium,Quiet,Available,Computer,843,61,Low
2023-02-16,03:00,Thursday,A069,Private Office,38,Client Visit,72,Flexible,18.3,Bright,Loud,Occupied,Computer,971,61,Medium
2023-02-16,04:00,Thursday,A093,Open Space,38,Client Visit,55,Collaborative,24,Medium,Moderate,Occupied,Projector,303,47,High
2023-02-16,05:00,Thursday,A048,Meeting Room,49,Team Meeting,64,Quiet,21.6,Medium,Quiet,Available,Computer,312,53,High
2023-02-16,06:00,Thursday,A033,Open Space,34,Client Visit,92,Flexible,18.2,Bright,Quiet,Available,Whiteboard,651,58,Medium
2023-02-16,07:00,Thursday,A005,Meeting Room,0,Team Meeting,85,Collaborative,18.5,Bright,Loud,Under Maintenance,Computer,886,61,Low
2023-02-16,08:00,Thursday,A011,Private Office,23,Workshop,79,Quiet,21.1,Medium,Moderate,Available,Projector,422,57,Medium
2023-02-16,09:00,Thursday,A097,Meeting Room,35,Client Visit,40,Collaborative,22.7,Medium,Loud,Under Maintenance,Computer,693,50,High
2023-02-16,10:00,Thursday,A005,Private Office,5,Team Meeting,50,Quiet,21.7,Dim,Loud,Occupied,Projector,280,61,Low
2023-02-16,11:00,Thursday,A085,Open Space,40,Team Meeting,70,Quiet,23,Bright,Quiet,Available,Whiteboard,598,46,High
2023-02-16,12:00,Thursday,A035,Private Office,45,Client Visit,77,Collaborative,21.8,Dim,Moderate,Available,None,419,46,High
2023-02-16,13:00,Thursday,A017,Private Office,43,Workshop,28,Collaborative,23.3,Bright,Moderate,Occupied,None,182,61,High
2023-02-16,14:00,Thursday,A025,Open Space,30,Team Meeting,82,Flexible,19.8,Bright,Loud,Occupied,Projector,402,57,Medium
2023-02-16,15:00,Thursday,A012,Meeting Room,19,Team Meeting,18,Collaborative,18.9,Medium,Quiet,Occupied,Projector,361,48,Medium
2023-02-16,16:00,Thursday,A052,Meeting Room,23,Team Meeting,65,Collaborative,22.8,Bright,Quiet,Under Maintenance,Computer,883,58,Medium
2023-02-16,17:00,Thursday,A042,Open Space,24,Team Meeting,40,Flexible,21.9,Bright,Quiet,Occupied,None,299,65,Medium
2023-02-16,18:00,Thursday,A089,Private Office,35,Client Visit,44,Quiet,18.2,Bright,Quiet,Occupied,Whiteboard,339,57,Medium
2023-02-16,19:00,Thursday,A089,Open Space,20,Workshop,14,Collaborative,21,Bright,Moderate,Under Maintenance,Whiteboard,791,57,Medium
2023-02-16,20:00,Thursday,A054,Open Space,29,None,2,Quiet,18.8,Dim,Loud,Occupied,None,782,59,Medium
2023-02-16,21:00,Thursday,A053,Open Space,23,Workshop,10,Flexible,22.3,Dim,Quiet,Occupied,Computer,394,44,Medium
2023-02-16,22:00,Thursday,A036,Meeting Room,43,Team Meeting,52,Collaborative,21.2,Medium,Quiet,Available,None,611,50,High
2023-02-16,23:00,Thursday,A030,Meeting Room,41,Workshop,45,Flexible,22.9,Dim,Moderate,Available,Projector,788,50,High
2023-02-17,00:00,Friday,A062,Private Office,29,Team Meeting,29,Flexible,24.4,Dim,Quiet,Under Maintenance,Computer,980,55,Medium
2023-02-17,01:00,Friday,A051,Open Space,21,None,56,Flexible,20.4,Bright,Loud,Available,Computer,495,54,Medium
2023-02-17,02:00,Friday,A086,Meeting Room,27,Client Visit,17,Quiet,25.7,Bright,Moderate,Occupied,Whiteboard,848,57,Medium
2023-02-17,03:00,Friday,A042,Private Office,6,None,50,Quiet,22.3,Bright,Quiet,Occupied,Projector,237,65,Low
2023-02-17,04:00,Friday,A085,Open Space,34,Client Visit,47,Quiet,22.9,Bright,Quiet,Occupied,None,938,46,High
2023-02-17,05:00,Friday,A018,Meeting Room,27,Client Visit,65,Quiet,23.4,Bright,Quiet,Available,Whiteboard,977,56,Medium
2023-02-17,06:00,Friday,A075,Open Space,13,None,95,Collaborative,23.3,Dim,Moderate,Available,None,922,50,Low
2023-02-17,07:00,Friday,A038,Private Office,9,Client Visit,7,Flexible,22.1,Dim,Quiet,Occupied,Whiteboard,228,49,Low
2023-02-17,08:00,Friday,A073,Open Space,15,Workshop,21,Flexible,21.4,Dim,Moderate,Available,None,148,48,Low
2023-02-17,09:00,Friday,A032,Meeting Room,15,Workshop,5,Quiet,18.4,Bright,Quiet,Under Maintenance,Computer,775,60,Low
2023-02-17,10:00,Friday,A099,Open Space,30,Client Visit,75,Flexible,18.2,Medium,Quiet,Available,Projector,888,54,Medium
2023-02-17,11:00,Friday,A055,Meeting Room,41,Workshop,56,Collaborative,20.9,Medium,Loud,Occupied,Whiteboard,392,54,High
2023-02-17,12:00,Friday,A055,Open Space,24,Team Meeting,35,Collaborative,20.7,Dim,Quiet,Occupied,Computer,727,54,Medium
2023-02-17,13:00,Friday,A098,Meeting Room,12,Team Meeting,78,Collaborative,21.1,Bright,Loud,Available,Whiteboard,635,51,Low
2023-02-17,14:00,Friday,A065,Meeting Room,5,Workshop,91,Quiet,19.1,Dim,Loud,Occupied,Computer,410,68,Low
2023-02-17,15:00,Friday,A061,Meeting Room,43,Client Visit,56,Flexible,23.9,Dim,Quiet,Available,Whiteboard,636,59,High
2023-02-17,16:00,Friday,A055,Open Space,8,Team Meeting,48,Flexible,24.9,Bright,Loud,Available,Computer,738,54,Low
2023-02-17,17:00,Friday,A015,Meeting Room,44,Client Visit,44,Flexible,25.5,Medium,Loud,Under Maintenance,Projector,333,68,Medium
2023-02-17,18:00,Friday,A010,Meeting Room,35,Client Visit,81,Flexible,21.9,Dim,Quiet,Available,Projector,308,53,High
2023-02-17,19:00,Friday,A058,Private Office,42,Workshop,65,Flexible,23.6,Bright,Loud,Under Maintenance,Projector,704,65,Medium
2023-02-17,20:00,Friday,A078,Meeting Room,19,Client Visit,76,Flexible,24.8,Bright,Moderate,Available,Computer,193,59,Low
2023-02-17,21:00,Friday,A096,Meeting Room,17,Workshop,44,Collaborative,21.3,Medium,Moderate,Occupied,Projector,426,47,Medium
2023-02-17,22:00,Friday,A052,Meeting Room,42,Workshop,78,Flexible,20.5,Bright,Moderate,Available,Projector,324,58,High
2023-02-17,23:00,Friday,A099,Private Office,20,None,19,Quiet,25.5,Dim,Moderate,Under Maintenance,None,989,54,Medium
2023-02-18,00:00,Saturday,A090,Open Space,3,Workshop,63,Quiet,22.1,Medium,Loud,Under Maintenance,Whiteboard,891,54,Low
2023-02-18,01:00,Saturday,A091,Private Office,49,Workshop,92,Quiet,22,Bright,Quiet,Available,Whiteboard,110,58,High
2023-02-18,02:00,Saturday,A025,Open Space,32,Workshop,92,Flexible,19.4,Medium,Moderate,Under Maintenance,None,428,57,Medium
